Long Station Name,Collection Date,EC,Br,Sacramento X2,Location,Area,WYT,Data
Contra Costa PP Number 01,1/8/2001,1030,0.6,94.68792213,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2001,943,0.5,82.30525912,OMR,Interior,D,TT
Contra Costa PP Number 01,3/6/2001,753,0.3,70.05240742,OMR,Interior,D,TT
Contra Costa PP Number 01,4/4/2001,341,0.08,72.87905364,OMR,Interior,D,TT
Contra Costa PP Number 01,6/6/2001,335,0.11,80.28545946,OMR,Interior,D,TT
Contra Costa PP Number 01,11/6/2001,898,0.58,92.77803114,OMR,Interior,D,TT
Contra Costa PP Number 01,12/3/2001,750,0.45,82.50576236,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2002,616,0.25,54.28372948,OMR,Interior,D,TT
Contra Costa PP Number 01,2/5/2002,385,0.09,70.70857903,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2002,295,0.08,71.94484474,OMR,Interior,D,TT
Contra Costa PP Number 01,5/6/2002,350,0.1,71.01564345,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2002,330,0.11,69.35185908,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2002,262,0.08,80.39099747,OMR,Interior,D,TT
Contra Costa PP Number 01,8/5/2002,665,0.44,83.27712196,OMR,Interior,D,TT
Contra Costa PP Number 01,9/4/2002,854,0.6,88.12309273,OMR,Interior,D,TT
Contra Costa PP Number 01,10/8/2002,1120,0.73,89.3846487,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/5/2002,874,0.57,91.73476989,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/3/2002,850,0.46,93.0185482,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/7/2003,1010,0.57,51.99960319,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/3/2003,1070,0.46,54.06515388,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/3/2003,591,0.17,60.574921,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/1/2003,663,0.18,69.81194277,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/6/2003,330,0.08,51.50084909,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/4/2003,293,0.08,66.71648137,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/5/2003,348,0.15,69.2729812,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/10/2003,388,0.22,81.97587927,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/7/2003,604,0.38,88.64679121,OMR,Interior,BN,TT
Contra Costa PP Number 01,11/4/2003,673,0.43,88.40480968,OMR,Interior,BN,TT
Contra Costa PP Number 01,12/3/2003,724,0.48,87.61870823,OMR,Interior,BN,TT
Contra Costa PP Number 01,1/6/2004,784,0.51,55.58733795,OMR,Interior,BN,TT
Contra Costa PP Number 01,2/3/2004,322,0.08,71.8099759,OMR,Interior,BN,TT
Contra Costa PP Number 01,3/2/2004,500,0.1,49.65011755,OMR,Interior,BN,TT
Contra Costa PP Number 01,4/6/2004,238,0.03,69.18983307,OMR,Interior,BN,TT
Contra Costa PP Number 01,5/4/2004,233,0.04,76.25300399,OMR,Interior,BN,TT
Contra Costa PP Number 01,6/8/2004,308,0.09,86.24729429,OMR,Interior,BN,TT
Contra Costa PP Number 01,7/7/2004,430,0.16,83.05294294,OMR,Interior,BN,TT
Contra Costa PP Number 01,8/3/2004,470,0.29,81.28623188,OMR,Interior,BN,TT
Contra Costa PP Number 01,9/8/2004,540,0.32,83.45154489,OMR,Interior,BN,TT
Contra Costa PP Number 01,10/6/2004,730,0.38,80.20091081,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/1/2004,765,0.32,83.50140273,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/6/2004,579,0.36,88.99645057,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/3/2005,640,0.47,63.06546569,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/7/2005,379,0.11,66.68285541,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2005,654,0.2,57.47547175,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2005,499,0.15,55.79737907,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/3/2005,346,0.1,60.83995013,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/7/2005,256,0.07,54.24209382,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/6/2005,151,0.03,69.97360216,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2005,196,0.04,80.7913406,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/6/2005,418,0.27,83.07162013,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2005,504,0.35,81.90521431,OMR,Interior,W,TT
Contra Costa PP Number 01,11/7/2005,468,0.27,89.68142253,OMR,Interior,W,TT
Contra Costa PP Number 01,12/5/2005,660,0.43,82.80590189,OMR,Interior,W,TT
Contra Costa PP Number 01,1/3/2006,703,0.55,0,OMR,Interior,W,TT
Contra Costa PP Number 01,2/6/2006,491,0.18,52.81827396,OMR,Interior,W,TT
Contra Costa PP Number 01,3/6/2006,232,0.05,50.66954548,OMR,Interior,W,TT
Contra Costa PP Number 01,4/3/2006,428,0.1,47.97842568,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,0.05,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,0.05,67.43685291,SouthDelta,Interior,W,TT
Contra Costa PP Number 01,7/5/2006,162,0.04,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,0.08,78.28975195,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,0.08,78.28975195,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,0.08,78.70958184,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,0.08,78.70958184,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/3/2006,253,0.08,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,0.08,79.15994988,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,10/3/2006,272,0.11,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,0.1,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,0.1,88.98570418,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,11/7/2006,302,0.14,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,0.13,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,0.13,88.65054031,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/5/2006,461,0.25,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,0.23,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,0.23,80.23657174,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,1/2/2007,704,0.44,80.23657174,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2007,456,0.21,79.89948567,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,0.19,79.89948567,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,0.19,79.89948567,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,3/5/2007,315,0.11,58.91442023,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,0.18,58.91442023,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,0.18,58.91442023,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,4/2/2007,255,0.04,72.02877378,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,0.08,72.02877378,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,0.08,72.02877378,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,5/2/2007,268,0.06,74.44600721,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,0.1,74.44600721,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,0.1,74.44600721,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,6/4/2007,324,0.1,80.25338455,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,0.13,80.25338455,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,0.13,80.25338455,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,7/2/2007,264,0.06,80.94470218,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,0.08,80.94470218,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,0.08,80.94470218,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,0.11,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,0.11,84.7182393,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,8/6/2007,492,0.32,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,0.16,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,0.16,85.25541551,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,9/5/2007,812,0.63,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/2/2007,335,0.15,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,0.15,87.02852586,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,10/2/2007,928,0.7,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,0.16,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,0.16,89.58054651,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,11/6/2007,1048,0.69,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,0.15,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,0.15,87.28423839,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,12/4/2007,1212,0.79,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,0.32,83.34570353,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,0.32,83.34570353,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,0.17,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,0.17,54.87619201,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,2/5/2008,462,0.19,54.87619201,OMR,Interior,C,TT
Contra Costa PP Number 01,3/4/2008,361,0.1,66.16351777,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,0.11,66.16351777,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,0.11,66.16351777,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,4/8/2008,465,0.14,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,0.16,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,0.16,78.37516679,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,4/10/2008,313.3,0.08,78.60601526,SJRcorridor,Interior,C,TT
Contra Costa PP Number 01,5/6/2008,415,0.13,81.24308533,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,0.17,81.24308533,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,0.17,81.24308533,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,5/20/2008,305.7,0.09,83.51606562,SJRcorridor,Interior,C,TT
Contra Costa PP Number 01,6/2/2008,366,0.11,81.73068377,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,0.15,81.73068377,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,0.15,81.73068377,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,6/12/2008,272,0.07,81.05885354,SJRcorridor,Interior,C,TT
Contra Costa PP Number 01,7/1/2008,287,0.09,84.87243383,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,0.1,84.87243383,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,0.1,84.87243383,SouthDelta,Interior,C,TT
San Joaquin River at Prisoner's Point,8/5/2008,280.8,0.12,88.35573476,SJRcorridor,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,0.12,88.35573476,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,0.12,88.35573476,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,8/5/2008,492,0.29,88.35573476,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,0.19,88.7732302,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,0.19,88.7732302,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,9/2/2008,744,0.52,88.7732302,OMR,Interior,C,TT
San Joaquin River at Prisoner's Point,9/16/2008,439,0.23,88.07483179,SJRcorridor,Interior,C,TT
Middle River @ Union Point - P10A,10/1/2008,461,0.24,88.30977329,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/1/2008,461,0.24,88.30977329,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,10/1/2008,870,0.65,88.30977329,OMR,Interior,D,TT
San Joaquin River at Prisoner's Point,10/15/2008,288.7,0.12,90.3992398,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,0.22,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,0.22,93.02142734,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,11/3/2008,642,0.39,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,0.36,92.75840841,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,0.36,92.75840841,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/2/2008,574,0.36,92.75840841,OMR,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/11/2008,898,0.46,93.85276614,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,0.56,93.85276614,SouthDelta,Interior,D,TT
Old River @ Middle River,12/22/2008,900,0.53,92.48009562,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,12/23/2008,482,0.3,91.80575032,SJRcorridor,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/23/2008,928,0.41,91.80575032,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,0.66,91.80575032,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,0.39,86.18470086,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,0.39,86.18470086,SouthDelta,Interior,D,TT
Old River @ Middle River,1/7/2009,962,0.52,86.91076865,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,0.46,89.32251087,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,0.46,89.32251087,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,1/23/2009,516,0.27,92.25514125,SJRcorridor,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/26/2009,952,0.39,88.07443799,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/26/2009,995,0.4,88.07443799,SouthDelta,Interior,D,TT
Old River @ Middle River,1/29/2009,862,0.33,83.77227583,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,0.34,84.30493265,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,0.34,84.30493265,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,2/3/2009,794,0.52,84.30493265,OMR,Interior,D,TT
Old River @ Middle River,2/10/2009,1079,0.54,84.02790463,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,0.41,83.0036227,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,0.41,83.0036227,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,2/23/2009,348.2,0.15,69.09157517,SJRcorridor,Interior,D,TT
Old River @ Middle River,2/25/2009,844,0.34,63.13375011,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/26/2009,840,0.32,60.14582078,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/26/2009,911,0.4,60.14582078,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,0.32,65.57301543,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,0.32,65.57301543,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/9/2009,728,0.25,54.40866096,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/9/2009,868,0.36,54.40866096,SouthDelta,Interior,D,TT
Old River @ Middle River,3/16/2009,1043,0.46,64.397985,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,0.5,67.34893515,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,0.5,67.34893515,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,3/24/2009,219.7,0.05,67.79671251,SJRcorridor,Interior,D,TT
Old River @ Middle River,4/1/2009,1008,0.48,73.95020527,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,0.1,75.36176628,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,0.1,75.36176628,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/9/2009,844,0.43,75.01511525,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,0.5,75.01511525,SouthDelta,Interior,D,TT
Old River @ Middle River,4/16/2009,694,0.32,67.73613947,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/23/2009,463,0.2,79.53429049,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/23/2009,814,0.39,79.53429049,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,4/29/2009,191.7,0.04,77.28892347,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,0.12,73.26168644,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,0.12,73.26168644,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/7/2009,425,0.15,68.40551796,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/7/2009,554,0.21,68.40551796,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/21/2009,353,0.14,75.54540529,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/21/2009,488,0.17,75.54540529,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,5/27/2009,176.6,0.05,78.39738548,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,0.1,74.90839371,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,0.1,74.90839371,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,6/8/2009,550,0.27,77.24823856,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,6/8/2009,739,0.35,77.24823856,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,6/16/2009,192.4,0.06,75.74081285,SJRcorridor,Interior,D,TT
San Joaquin River at Prisoner's Point,7/7/2009,157.5,0.04,82.06398554,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,0.1,82.06398554,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,0.1,82.06398554,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,7/30/2009,247.3,0.12,85.45859171,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,0.13,84.14076361,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,0.13,84.14076361,SouthDelta,Interior,D,TT
San Joaquin River at Prisoner's Point,8/17/2009,315,0.18,86.7435617,SJRcorridor,Interior,D,TT
San Joaquin River at Prisoner's Point,9/8/2009,336.2,0.16,83.47406172,SJRcorridor,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,0.16,84.37552482,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,0.16,84.37552482,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,10/6/2009,411,0.21,87.99178837,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/6/2009,411,0.21,87.99178837,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,10/8/2009,311.4,0.13,90.73343555,SJRcorridor,Interior,BN,TT
San Joaquin River at Prisoner's Point,10/30/2009,262.1,0.1,84.65210123,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,0.16,88.3635176,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,0.16,88.3635176,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,11/18/2009,258.8,0.1,88.28529367,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,0.13,92.29828513,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,0.13,92.29828513,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,12/9/2009,340,0.16,88.75050471,SJRcorridor,Interior,BN,TT
San Joaquin River at Prisoner's Point,12/30/2009,503,0.29,92.01120098,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,0.26,86.26711441,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,0.26,86.26711441,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,1/25/2010,290.7,0.11,63.07199036,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,0.24,54.29400396,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,0.24,54.29400396,SouthDelta,Interior,BN,TT
San Joaquin River at Prisoner's Point,2/16/2010,261.4,0.08,56.73294725,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,0.18,63.81753273,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,0.18,63.81753273,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,0.14,68.63765096,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,0.14,68.63765096,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,0.13,57.05251942,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,0.13,57.05251942,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,0.09,67.97063022,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,0.09,67.97063022,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,0.07,80.72423904,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,0.07,80.72423904,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,0.06,79.32890201,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,0.06,79.32890201,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,0.13,86.84207092,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,0.13,86.84207092,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/5/2010,340,0.14,83.98583932,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/5/2010,340,0.14,83.98583932,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,0.16,84.63274041,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,0.16,84.63274041,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,0.15,84.27592276,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,0.15,84.27592276,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,0.08,53.33698971,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,0.08,53.33698971,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,0.11,64.18410148,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,0.11,64.18410148,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/7/2011,372,0.13,56.35666923,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/7/2011,372,0.13,56.35666923,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,0.06,0,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,0.06,0,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,0.05,57.60965856,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,0.05,57.60965856,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,0.08,57.57300551,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,0.08,57.57300551,SouthDelta,Interior,W,TT
Rock Slough at Delta Road Bridge,6/6/2011,259,0.06,57.57300551,OMR,Interior,W,TT
Rock Slough at Delta Road Bridge,7/5/2011,169,0.03,56.36389323,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,0.06,56.36389323,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,0.06,56.36389323,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/7/2013,430,0.22,87.90258861,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/7/2013,430,0.22,87.90258861,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,0.3,90.34617646,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,0.3,90.34617646,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,0.3,93.39492499,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,0.3,93.39492499,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,0.38,92.33233742,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,0.38,92.33233742,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,0.5,93.92384943,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,0.5,93.92384943,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,0.2,75.44547873,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,0.2,75.44547873,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,0.21,87.63000727,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,0.21,87.63000727,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,0.18,93.56618111,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,0.18,93.56618111,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,0.31,90.2187572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,0.31,90.2187572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,0.29,88.73599436,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,0.29,88.73599436,SouthDelta,Interior,C,TT
