Long Station Name,Collection Date,EC,Cl,Sacramento X2,Location,Area,WYT,Data
Middle River at Bacon Island Bridge,1/7/1992,519,82,93.01508883,OMR,Interior,C,TT
Rock Slough @ Old River,1/23/1992,792,176,92.69366513,OMR,Interior,C,TT
Contra Costa PP Number 01,1/23/1992,732,156,92.69366513,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/23/1992,455,70,92.69366513,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,160,92.69366513,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,1/23/1992,247,18,92.69366513,SJRcorridor,Interior,C,TT
Old River nr Tracy,1/23/1992,1150,176,92.69366513,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,166,92.69366513,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,91,92.69366513,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,2/24/1992,793,150,66.71267132,OMR,Interior,C,TT
Clifton Court Intake,2/25/1992,554,84,65.86224313,OMR,Interior,C,TT
Rock Slough @ Old River,3/11/1992,318,36,67.72093556,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),3/11/1992,302,33,67.72093556,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,43,67.72093556,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,3/24/1992,421,51,67.98576989,OMR,Interior,C,TT
Clifton Court Intake,3/26/1992,321,34,68.43776556,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,3/26/1992,290,28,68.43776556,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/7/1992,297,27,81.84286737,OMR,Interior,C,TT
Rock Slough @ Old River,4/8/1992,334,37,79.86326901,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/8/1992,327,36,79.86326901,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,36,79.86326901,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,4/22/1992,362,42,77.19407905,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/22/1992,335,37,77.19407905,OMR,Interior,C,TT
Rock Slough @ Old River,4/22/1992,330,36,77.19407905,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/22/1992,325,35,77.19407905,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,120,77.19407905,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,4/22/1992,231,18,77.19407905,SJRcorridor,Interior,C,TT
Old River nr Tracy,4/22/1992,1110,175,77.19407905,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,138,77.19407905,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,50,77.19407905,SouthDelta,Interior,C,TT
Rock Slough @ Old River,5/5/1992,337,40,86.61933596,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),5/5/1992,331,38,86.61933596,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,49,86.61933596,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,5/7/1992,456,59,90.34949329,OMR,Interior,C,TT
Contra Costa PP Number 01,5/19/1992,451,68,92.35936602,OMR,Interior,C,TT
Clifton Court Intake,5/21/1992,463,64,91.77345049,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,5/21/1992,458,64,91.77345049,OMR,Interior,C,TT
Clifton Court Intake,6/4/1992,569,94,92.61021102,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,6/9/1992,535,88,88.84783983,OMR,Interior,C,TT
Rock Slough @ Old River,6/11/1992,947,217,90.14218042,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),6/11/1992,934,214,90.14218042,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,6/11/1992,686,126,90.14218042,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,6/23/1992,885,196,92.2794422,OMR,Interior,C,TT
Clifton Court Intake,6/25/1992,724,146,90.85817896,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,6/25/1992,564,104,90.85817896,OMR,Interior,C,TT
Rock Slough @ Old River,7/9/1992,812,184,91.63677332,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/9/1992,795,179,91.63677332,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/9/1992,724,146,91.63677332,SouthDelta,Interior,C,TT
Old River North of Rock Slough (St 4b),7/22/1992,909,216,92.3938467,OMR,Interior,C,TT
Contra Costa PP Number 01,7/22/1992,905,208,92.3938467,OMR,Interior,C,TT
Rock Slough @ Old River,7/22/1992,899,214,92.3938467,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/22/1992,527,103,92.3938467,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,168,92.3938467,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,7/22/1992,179,15,92.3938467,SJRcorridor,Interior,C,TT
Old River nr Tracy,7/22/1992,1120,206,92.3938467,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,189,92.3938467,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,172,92.3938467,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,8/4/1992,571,117,93.425676,OMR,Interior,C,TT
Rock Slough @ Old River,8/6/1992,878,211,92.5804813,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/6/1992,840,200,92.5804813,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/19/1992,915,218,92.0935494,OMR,Interior,C,TT
Contra Costa PP Number 01,8/19/1992,904,208,92.0935494,OMR,Interior,C,TT
Rock Slough @ Old River,8/19/1992,901,212,92.0935494,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,8/19/1992,484,92,92.0935494,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,8/19/1992,163,11,92.0935494,SJRcorridor,Interior,C,TT
Old River nr Tracy,8/19/1992,1160,217,92.0935494,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,185,92.0935494,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,158,92.0935494,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,9/1/1992,465,84,91.88565434,OMR,Interior,C,TT
Rock Slough @ Old River,9/3/1992,933,224,90.77667797,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),9/3/1992,930,222,90.77667797,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,9/3/1992,956,148,90.77667797,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,9/22/1992,882,212,92.38888101,OMR,Interior,C,TT
Clifton Court Intake,9/24/1992,717,161,92.85385013,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,9/24/1992,458,76,92.85385013,OMR,Interior,C,TT
Contra Costa PP Number 01,10/7/1992,900,205,92.45317986,OMR,Interior,AN,TT
Rock Slough @ Old River,10/7/1992,849,195,92.45317986,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),10/7/1992,835,190,92.45317986,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,10/7/1992,522,92,92.45317986,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,150,92.45317986,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,10/7/1992,232,21,92.45317986,SJRcorridor,Interior,AN,TT
Old River nr Tracy,10/7/1992,974,164,92.45317986,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,143,92.45317986,SouthDelta,Interior,AN,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,134,92.45317986,SouthDelta,Interior,AN,TT
Middle River at Bacon Island Bridge,10/19/1992,534,94,94.57151352,OMR,Interior,AN,TT
Rock Slough @ Old River,10/20/1992,811,178,94.16017229,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),10/20/1992,766,164,94.16017229,OMR,Interior,AN,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1992,795,149,94.16017229,SouthDelta,Interior,AN,TT
Contra Costa PP Number 01,11/17/1992,943,216,94.87189975,OMR,Interior,AN,TT
Clifton Court Intake,11/19/1992,737,149,93.66767375,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,11/19/1992,607,110,93.66767375,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/8/1992,933,210,96.70881536,OMR,Interior,AN,TT
Clifton Court Intake,12/10/1992,875,149,95.44056579,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,12/10/1992,686,133,95.44056579,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/13/1993,633,99,64.09402935,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,1/13/1993,423,56,64.09402935,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,40,64.09402935,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,1/13/1993,247,23,64.09402935,SJRcorridor,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,48,64.09402935,SouthDelta,Interior,AN,TT
Old River nr Tracy,1/13/1993,332,39,64.09402935,SouthDelta,Interior,AN,TT
Middle River at Bacon Island Bridge,1/26/1993,373,43,53.01541285,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),1/27/1993,302,31,54.16889291,OMR,Interior,AN,TT
Rock Slough @ Old River,1/27/1993,294,30,54.16889291,OMR,Interior,AN,TT
Clifton Court Intake,2/9/1993,345,40,67.78217395,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,2/9/1993,320,35,67.78217395,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/10/1993,361,40,66.22571537,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,2/16/1993,524,67,58.91466321,OMR,Interior,AN,TT
Rock Slough @ Old River,2/18/1993,290,27,59.5796831,OMR,Interior,AN,TT
Clifton Court Intake,3/9/1993,730,94,59.04059358,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,3/9/1993,471,59,59.04059358,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/11/1993,801,111,59.02850507,OMR,Interior,AN,TT
Rock Slough @ Old River,3/23/1993,301,29,56.65439542,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),3/23/1993,288,27,56.65439542,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,3/25/1993,416,48,54.90975845,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,4/8/1993,465,58,54.30864006,OMR,Interior,AN,TT
Clifton Court Intake,4/8/1993,400,48,54.30864006,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,4/21/1993,440,54,62.38347365,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/21/1993,265,25,62.38347365,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),4/21/1993,212,18,62.38347365,OMR,Interior,AN,TT
Rock Slough @ Old River,4/21/1993,211,18,62.38347365,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,76,62.38347365,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,4/21/1993,145,10,62.38347365,SJRcorridor,Interior,AN,TT
Old River nr Tracy,4/21/1993,802,113,62.38347365,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,81,62.38347365,SouthDelta,Interior,AN,TT
Contra Costa PP Number 01,5/12/1993,410,48,63.16142825,OMR,Interior,AN,TT
Clifton Court Intake,5/13/1993,456,56,61.911538,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,5/13/1993,411,50,61.911538,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/8/1993,250,26,57.7015985,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,6/10/1993,337,42,57.844797,OMR,Interior,AN,TT
Clifton Court Intake,6/10/1993,301,35,57.844797,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,7/8/1993,203,19,75.05380959,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/8/1993,159,11,75.05380959,OMR,Interior,AN,TT
Rock Slough @ Old River,7/8/1993,156,12,75.05380959,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),7/8/1993,148,10,75.05380959,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,117,75.05380959,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,7/8/1993,120,8,75.05380959,SJRcorridor,Interior,AN,TT
Old River nr Tracy,7/8/1993,950,139,75.05380959,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,117,75.05380959,SouthDelta,Interior,AN,TT
Clifton Court Intake,7/20/1993,166,13,75.81769133,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,7/20/1993,161,12,75.81769133,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/22/1993,159,12,69.41514716,OMR,Interior,AN,TT
Clifton Court Intake,8/10/1993,348,40,70.9026113,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,8/10/1993,147,11,70.9026113,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/12/1993,185,18,71.58781984,OMR,Interior,AN,TT
Rock Slough @ Old River,9/1/1993,216,28,78.41118016,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),9/1/1993,212,27,78.41118016,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/1/1993,205,21,78.41118016,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,9/1/1993,175,15,78.41118016,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,40,78.41118016,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,9/1/1993,162,11,78.41118016,SJRcorridor,Interior,AN,TT
Old River nr Tracy,9/1/1993,530,66,78.41118016,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,44,78.41118016,SouthDelta,Interior,AN,TT
Middle River at Bacon Island Bridge,9/21/1993,275,28,80.87356521,OMR,Interior,AN,TT
Clifton Court Intake,9/21/1993,245,26,80.87356521,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/23/1993,285,36,83.44869348,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/5/1993,368,55,83.89162437,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,10/14/1993,295,40,84.61138109,OMR,Interior,C,TT
Clifton Court Intake,10/14/1993,287,35,84.61138109,OMR,Interior,C,TT
Contra Costa PP Number 01,10/20/1993,458,82,84.89979461,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),10/20/1993,436,81,84.89979461,OMR,Interior,C,TT
Rock Slough @ Old River,10/20/1993,425,80,84.89979461,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,10/20/1993,287,35,84.89979461,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,26,84.89979461,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,10/20/1993,151,11,84.89979461,SJRcorridor,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,47,84.89979461,SouthDelta,Interior,C,TT
Old River nr Tracy,10/20/1993,249,27,84.89979461,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,26,84.89979461,SouthDelta,Interior,C,TT
Clifton Court Intake,11/10/1993,418,71,87.72748074,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,11/10/1993,293,44,87.72748074,OMR,Interior,C,TT
Contra Costa PP Number 01,11/17/1993,647,142,88.13138401,OMR,Interior,C,TT
Clifton Court Intake,12/15/1993,490,93,84.34978841,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,12/15/1993,305,41,84.34978841,OMR,Interior,C,TT
Contra Costa PP Number 01,12/16/1993,566,110,82.70555681,OMR,Interior,C,TT
Contra Costa PP Number 01,1/5/1994,403,67,81.23635172,OMR,Interior,C,TT
Contra Costa PP Number 01,1/12/1994,482,84,82.38546939,OMR,Interior,C,TT
Rock Slough @ Old River,1/12/1994,341,52,82.38546939,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),1/12/1994,337,51,82.38546939,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/12/1994,311,37,82.38546939,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,104,82.38546939,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,1/12/1994,227,18,82.38546939,SJRcorridor,Interior,C,TT
Old River nr Tracy,1/12/1994,771,108,82.38546939,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,102,82.38546939,SouthDelta,Interior,C,TT
Clifton Court Intake,1/19/1994,367,52,80.49647088,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/19/1994,356,47,80.49647088,OMR,Interior,C,TT
Contra Costa PP Number 01,2/9/1994,388,55,80.94524586,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,2/17/1994,482,65,75.37363149,OMR,Interior,C,TT
Clifton Court Intake,2/17/1994,415,56,75.37363149,OMR,Interior,C,TT
Rock Slough @ Old River,2/17/1994,370,52,75.37363149,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,3/24/1994,516,68,72.52425966,OMR,Interior,C,TT
Clifton Court Intake,3/24/1994,437,54,72.52425966,OMR,Interior,C,TT
Rock Slough @ Old River,3/24/1994,328,36,72.52425966,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/20/1994,441,55,78.884997,OMR,Interior,C,TT
Contra Costa PP Number 01,4/20/1994,375,42,78.884997,OMR,Interior,C,TT
Rock Slough @ Old River,4/20/1994,357,40,78.884997,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/20/1994,348,39,78.884997,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,135,78.884997,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,4/20/1994,236,19,78.884997,SJRcorridor,Interior,C,TT
Old River nr Tracy,4/20/1994,942,143,78.884997,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,133,78.884997,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,124,78.884997,SouthDelta,Interior,C,TT
Clifton Court Intake,5/19/1994,599,84,76.51544974,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,5/19/1994,499,69,76.51544974,OMR,Interior,C,TT
Rock Slough @ Old River,5/19/1994,395,50,76.51544974,OMR,Interior,C,TT
Contra Costa PP Number 01,5/26/1994,427,58,79.98947042,OMR,Interior,C,TT
Contra Costa PP Number 01,6/16/1994,407,57,86.55672415,OMR,Interior,C,TT
Clifton Court Intake,6/22/1994,450,64,89.49535368,OMR,Interior,C,TT
Rock Slough @ Old River,6/22/1994,450,64,89.49535368,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,6/22/1994,389,53,89.49535368,OMR,Interior,C,TT
Rock Slough @ Old River,7/20/1994,692,160,90.6143213,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/20/1994,690,156,90.6143213,OMR,Interior,C,TT
Contra Costa PP Number 01,7/20/1994,666,148,90.6143213,OMR,Interior,C,TT
Rock Slough @ Old River,7/20/1994,645,156,90.6143213,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/20/1994,365,61,90.6143213,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,136,90.6143213,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,7/20/1994,248,34,90.6143213,SJRcorridor,Interior,C,TT
Old River nr Tracy,7/20/1994,997,160,90.6143213,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,150,90.6143213,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,136,90.6143213,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,8/23/1994,703,164,91.93258472,OMR,Interior,C,TT
Rock Slough @ Old River,8/25/1994,805,192,90.48799198,OMR,Interior,C,TT
Clifton Court Intake,8/25/1994,597,129,90.48799198,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,8/25/1994,336,54,90.48799198,OMR,Interior,C,TT
Contra Costa PP Number 01,9/20/1994,935,227,92.37559029,OMR,Interior,C,TT
Rock Slough @ Old River,9/22/1994,988,232,90.04354307,OMR,Interior,C,TT
Clifton Court Intake,9/22/1994,667,132,90.04354307,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,9/22/1994,407,61,90.04354307,OMR,Interior,C,TT
Contra Costa PP Number 01,10/13/1994,569,108,90.78710967,OMR,Interior,W,TT
Rock Slough @ Old River,10/20/1994,636,128,92.73586707,OMR,Interior,W,TT
Middle River at Bacon Island Bridge,10/20/1994,464,70,92.73586707,OMR,Interior,W,TT
Clifton Court Intake,10/20/1994,451,73,92.73586707,OMR,Interior,W,TT
Contra Costa PP Number 01,11/9/1994,988,229,92.63852791,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,114,91.53716312,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,12/13/1994,814,178,82.54298007,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,139,81.11970496,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/17/1995,709,118,46.35508675,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,36,53.05662006,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,2/6/1995,533,66,48.45038827,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,59,49.77058978,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/13/1995,322,33,37.53111646,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,23,35.26878783,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/10/1995,635,76,50.51772825,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,16,55.06228913,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,5/10/1995,307,34,49.34111805,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,11,50.95156216,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/14/1995,214,23,58.38588799,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,24,57.6171137,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/12/1995,146,11,65.49822638,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,20,58.74876866,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,8/9/1995,150,11,68.77947219,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,78,74.57233985,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/6/1995,187,14,67.21706163,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,43,67.19233682,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/11/1995,193,14,69.40952731,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,22,74.05131326,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,11/8/1995,200,18,81.20170079,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,91,79.55759468,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,12/6/1995,213,18,79.32528838,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,94,79.94458802,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/10/1996,303,28,68.97868863,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,130,81.11891586,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,2/8/1996,397,44,47.52751567,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,29,53.64428507,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/7/1996,898,113,46.46251523,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,23,48.94207006,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/4/1996,554,69,58.29157662,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,49,53.46132043,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,5/2/1996,516,65,66.95278638,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,39,62.32099718,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/6/1996,277,30,61.33562885,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,78,65.4871296,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/11/1996,175,13,75.57077698,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,100,73.33974661,SJRcorridor,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,89,77.45680181,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/5/1996,283,37,73.8076039,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,79,76.73553471,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/3/1996,292,36,81.93439648,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,77,83.55493234,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,11/7/1996,495,86,84.27562766,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,81,87.30019572,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,12/5/1996,688,136,78.03491703,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,18,67.9766535,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/9/1997,427,56,31.8495819,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,15,47.19212894,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/12/1997,314,33,55.67296976,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,35,55.45327752,SJRcorridor,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,101,73.79612645,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/10/1997,272,25,73.77999403,OMR,Interior,W,TT
Contra Costa PP Number 01,5/13/1997,363,41,71.63203277,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,39,71.63203277,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/4/1997,294,31,78.50514499,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,67,78.50514499,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/1/1997,249,26,78.99333076,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,75,78.23532434,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,8/6/1997,267,39,77.35304839,OMR,Interior,W,TT
