Long Station Name,Collection Date,EC,Cl,Sacramento X2,Location,Area,WYT,Data
Old River near Doughty Cut - ORX,11/6/2019,432.2,53.3,81,SouthDelta,Interior,D,IT
Old River below Headwaters,11/6/2019,465.9,58.2,81,SJRcorridor,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,59.1,81,SJRcorridor,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,69.1,81,SouthDelta,Interior,D,IT
Paradise Cut,11/6/2019,747,101,81,SouthDelta,Interior,D,IT
OH1,11/6/2019,470,58.2,81,SouthDelta,Interior,D,NCRO
ORX,11/6/2019,438,53.3,81,SouthDelta,Interior,D,NCRO
GLE,11/6/2019,418,51,81,SouthDelta,Interior,D,NCRO
PDC,11/6/2019,671,101,81,SouthDelta,Interior,D,NCRO
SGA,11/6/2019,549,69.1,81,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,12/18/2019,611,75,76,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,12/19/2019,562,68,76,OMR,Interior,D,IT
Old River below Headwaters,1/2/2020,676,86,76,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,1/2/2020,674,86,76,SouthDelta,Interior,D,IT
Paradise Cut,1/2/2020,673,86,76,SouthDelta,Interior,D,IT
Grant Line Canal East,1/2/2020,696,90,76,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,101,76,SouthDelta,Interior,D,IT
OH1,1/2/2020,682,86,76,SouthDelta,Interior,D,NCRO
ORX,1/2/2020,681,86,76,SouthDelta,Interior,D,NCRO
GLE,1/2/2020,699,90,76,SouthDelta,Interior,D,NCRO
PDC,1/2/2020,679,86,76,SouthDelta,Interior,D,NCRO
SGA,1/2/2020,749,101,76,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,1/14/2020,652,77,81,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,1/16/2020,423,61,81,OMR,Interior,D,IT
Old River at Tracy Wildlife Association,2/4/2020,752,104,73,SouthDelta,Interior,D,IT
Paradise Cut Upstream,2/4/2020,1921,384,73,SouthDelta,Interior,D,IT
PDUP,2/4/2020,1920,384,73,SouthDelta,Interior,D,NCRO
TWA,2/4/2020,760,104,73,SouthDelta,Interior,D,NCRO
Middle River near Holt,2/5/2020,289.3,31,76,OMR,Interior,D,IT
Old River at Quimby Island,2/5/2020,315.8,41,76,OMR,Interior,D,IT
Holland Cut near Bethel Island,2/5/2020,355.9,50,76,OMR,Interior,D,IT
Middle River @ Union Point - P10A,2/6/2020,374.9,47,77,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,48,77,SJRcorridor,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/11/2020,571,76,79,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,2/13/2020,411.6,56,79,OMR,Interior,D,IT
Paradise Cut,2/19/2020,816,115,77,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,132,77,SouthDelta,Interior,D,IT
PDC,2/19/2020,821,115,77,SouthDelta,Interior,D,NCRO
SGA,2/19/2020,902.5,132,77,SouthDelta,Interior,D,NCRO
Holland Cut near Bethel Island,3/4/2020,308.2,32,79,OMR,Interior,D,IT
Old River at Quimby Island,3/4/2020,321.5,35,79,OMR,Interior,D,IT
Middle River near Holt,3/4/2020,364.7,43,79,OMR,Interior,D,IT
Old River at Tracy Wildlife Association,3/4/2020,492.1,65,79,SouthDelta,Interior,D,IT
Paradise Cut Upstream,3/4/2020,1832,342,79,SouthDelta,Interior,D,IT
PDUP,3/4/2020,1820,342,79,SouthDelta,Interior,D,NCRO
TWA,3/4/2020,494,65,79,SouthDelta,Interior,D,NCRO
Old River at Tracy Wildlife Association,4/7/2020,999,146,77,SouthDelta,Interior,D,IT
Paradise Cut Upstream,4/7/2020,1982,400,77,SouthDelta,Interior,D,IT
PDUP,4/7/2020,1972,400,77,SouthDelta,Interior,D,NCRO
TWA,4/7/2020,996,146,77,SouthDelta,Interior,D,NCRO
Old River at Quimby Island,4/8/2020,282,30,76,OMR,Interior,D,IT
Middle River near Holt,4/8/2020,290.7,32,76,OMR,Interior,D,IT
Holland Cut near Bethel Island,4/8/2020,298.6,33.5,76,OMR,Interior,D,IT
Old River below Headwaters,4/21/2020,343.5,42,73,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,4/21/2020,347.2,43,73,SouthDelta,Interior,D,IT
Grant Line Canal East,4/21/2020,370.7,46,73,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,131,73,SouthDelta,Interior,D,IT
Paradise Cut,4/21/2020,888,140,73,SouthDelta,Interior,D,IT
GLE,4/21/2020,372,46,73,SouthDelta,Interior,D,NCRO
ORX,4/21/2020,349,43,73,SouthDelta,Interior,D,NCRO
OH1,4/21/2020,345,42,73,SouthDelta,Interior,D,NCRO
PDC,4/21/2020,916.5,140,73,SouthDelta,Interior,D,NCRO
SGA,4/21/2020,976,131,73,SouthDelta,Interior,D,NCRO
Old River at Tracy Wildlife Association,4/29/2020,674,95.5,75,SouthDelta,Interior,D,IT
Paradise Cut Upstream,4/29/2020,931,147,75,SouthDelta,Interior,D,IT
PDUP,4/29/2020,908,147,75,SouthDelta,Interior,D,NCRO
TWA,4/29/2020,676,95.5,75,SouthDelta,Interior,D,NCRO
Holland Cut near Bethel Island,5/7/2020,273.9,28,77,OMR,Interior,D,IT
Middle River near Holt,5/7/2020,331.4,40,77,OMR,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,5/14/2020,403,53,80,OMR,Interior,D,IT
PDUP,5/18/2020,1540,285,81,SouthDelta,Interior,D,NCRO
Holland Cut near Bethel Island,6/4/2020,257,27,81,OMR,Interior,D,IT
Old River at Quimby Island,6/4/2020,260.2,27,81,OMR,Interior,D,IT
Middle River near Holt,6/4/2020,298.8,35,81,OMR,Interior,D,IT
Old River near Doughty Cut - ORX,6/16/2020,253.9,30.5,80,SouthDelta,Interior,D,IT
ORX,6/16/2020,254,30.5,80,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,6/17/2020,1393,251,80,SouthDelta,Interior,D,IT
PDUP,6/17/2020,1410,251,80,SouthDelta,Interior,D,NCRO
Old River at Quimby Island,3/24/2021,423.6,44.95,78,OMR,Interior,D,IT
Middle River near Holt,3/24/2021,455.4,49.46,78,OMR,Interior,D,IT
Holland Cut near Bethel Island,3/24/2021,408.6,49.8,78,OMR,Interior,D,IT
Old River at Tracy Wildlife Association,1/4/2022,616,73.6,65,SouthDelta,Interior,C,IT
Old River below Headwaters,1/12/2022,660,76.4,70,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,1/12/2022,663,76.7,70,SouthDelta,Interior,C,IT
Grant Line Canal East,1/12/2022,678,79.4,70,SouthDelta,Interior,C,IT
Paradise Cut,1/12/2022,821,109,70,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,240,70,SouthDelta,Interior,C,IT
Middle River near Holt,1/19/2022,311.8,33,74,OMR,Interior,C,IT
Old River at Quimby Island,1/19/2022,312.5,34,74,OMR,Interior,C,IT
Holland Cut near Bethel Island,1/19/2022,361,44,74,OMR,Interior,C,IT
Paradise Cut Upstream,1/19/2022,2987,660,74,SouthDelta,Interior,C,IT
Paradise Cut,1/25/2022,778,102,76,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,220,76,SouthDelta,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,1/26/2022,356.6,42.2,77,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,1/27/2022,656,78.3,79,SJRcorridor,Interior,C,IT
Old River at Tracy Wildlife Association,2/8/2022,824,114,76,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,30,77,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,2/9/2022,354.6,39,77,OMR,Interior,C,IT
Paradise Cut Upstream,2/9/2022,1694,330,77,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/24/2022,399,41.3,77,SJRcorridor,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,2/24/2022,391,42.4,77,OMR,Interior,C,IT
Old River near Doughty Cut - ORX,3/1/2022,480.8,53,78,SouthDelta,Interior,C,IT
Old River below Headwaters,3/1/2022,508,57,78,SJRcorridor,Interior,C,IT
Grant Line Canal East,3/1/2022,559,67.4,78,SouthDelta,Interior,C,IT
Old River at Quimby Island,3/9/2022,306.7,30,76,OMR,Interior,C,IT
Holland Cut near Bethel Island,3/9/2022,320.4,32.5,76,OMR,Interior,C,IT
Middle River near Holt,3/9/2022,325.3,35,76,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,44,74,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,3/10/2022,417,48.2,74,OMR,Interior,C,IT
Paradise Cut Upstream,3/14/2022,3443,775,78,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,3/15/2022,935,130,79,SouthDelta,Interior,C,IT
Paradise Cut,3/16/2022,993,120,79,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,150,79,SouthDelta,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,3/22/2022,448,52,80,OMR,Interior,C,IT
Middle River @ Union Point - P10A,4/5/2022,400.6,46,81,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,72.4,81,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,4/7/2022,679,81,80,SouthDelta,Interior,C,IT
Old River below Headwaters,4/7/2022,679,82.65,80,SJRcorridor,Interior,C,IT
Grant Line Canal East,4/7/2022,766,98,80,SouthDelta,Interior,C,IT
