Long Station Name,Collection Date,EC,Mg,Sacramento X2,Location,Area,WYT,Data
PDC,6/25/2019,109,3,67,SouthDelta,Interior,W,NCRO
SGA,6/25/2019,128,3,67,SouthDelta,Interior,W,NCRO
Old River at Tracy Wildlife Association,7/1/2019,303.9,8,72,SouthDelta,Interior,W,IT
TWA,7/1/2019,304.5,8,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,11.3,73,SJRcorridor,Interior,W,IT
Paradise Cut,7/9/2019,870,22.3,72,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,16.1,72,SouthDelta,Interior,W,IT
Grant Line Canal East,7/9/2019,452.8,12.3,72,SouthDelta,Interior,W,IT
Old River below Headwaters,7/9/2019,444.2,11.6,72,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,7/9/2019,421.3,11,72,SouthDelta,Interior,W,IT
OH1,7/9/2019,443,11.6,72,SouthDelta,Interior,W,NCRO
ORX,7/9/2019,422,11,72,SouthDelta,Interior,W,NCRO
GLE,7/9/2019,454,12.3,72,SouthDelta,Interior,W,NCRO
PDC,7/9/2019,814,22.3,72,SouthDelta,Interior,W,NCRO
SGA,7/9/2019,606,16.1,72,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,7/24/2019,1880,54.4,74,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,7/24/2019,383.4,9.81,74,SouthDelta,Interior,W,IT
PDUP,7/24/2019,1860,54.4,74,SouthDelta,Interior,W,NCRO
TWA,7/24/2019,383,9.81,74,SouthDelta,Interior,W,NCRO
OH1,8/6/2019,415,11.4,81,SouthDelta,Interior,W,NCRO
ORX,8/6/2019,343,9.85,81,SouthDelta,Interior,W,NCRO
GLE,8/6/2019,398,10.8,81,SouthDelta,Interior,W,NCRO
PDC,8/6/2019,412,10.7,81,SouthDelta,Interior,W,NCRO
SGA,8/6/2019,430,11.5,81,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,8/21/2019,1501,38.3,73,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,8/21/2019,232.7,6.37,73,SouthDelta,Interior,W,IT
PDUP,8/21/2019,1470,38.3,73,SouthDelta,Interior,W,NCRO
TWA,8/21/2019,231,6.37,73,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,5.64,73,SJRcorridor,Interior,W,IT
Paradise Cut,9/4/2019,615,14.4,73,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,9/4/2019,236.2,6.49,73,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,6.49,73,SouthDelta,Interior,W,IT
Old River below Headwaters,9/4/2019,237.6,6.44,73,SJRcorridor,Interior,W,IT
Grant Line Canal East,9/4/2019,235.8,6.3,73,SouthDelta,Interior,W,IT
OH1,9/4/2019,237,6.44,73,SouthDelta,Interior,W,NCRO
ORX,9/4/2019,238,6.49,73,SouthDelta,Interior,W,NCRO
GLE,9/4/2019,237,6.3,73,SouthDelta,Interior,W,NCRO
PDC,9/4/2019,533,14.4,73,SouthDelta,Interior,W,NCRO
SGA,9/4/2019,252,6.49,73,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,9/11/2019,1204,34,72,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,9/11/2019,337.6,8.98,72,SouthDelta,Interior,W,IT
PDUP,9/11/2019,1190,34,72,SouthDelta,Interior,W,NCRO
TWA,9/11/2019,336,8.98,72,SouthDelta,Interior,W,NCRO
Paradise Cut,9/25/2019,966,18.8,76,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,5.33,76,SouthDelta,Interior,W,IT
Old River below Headwaters,9/25/2019,186.1,4.65,76,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,9/25/2019,180.2,4.505,76,SouthDelta,Interior,W,IT
Grant Line Canal East,9/25/2019,182.8,4.3,76,SouthDelta,Interior,W,IT
OH1,9/25/2019,184,4.65,76,SouthDelta,Interior,W,NCRO
ORX,9/25/2019,180,4.505,76,SouthDelta,Interior,W,NCRO
GLE,9/25/2019,183,4.3,76,SouthDelta,Interior,W,NCRO
PDC,9/25/2019,752,18.8,76,SouthDelta,Interior,W,NCRO
SGA,9/25/2019,215,5.33,76,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,10/2/2019,1439,34.6,74,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/2/2019,215.7,5.52,74,SouthDelta,Interior,D,IT
PDUP,10/2/2019,1430,34.6,74,SouthDelta,Interior,D,NCRO
TWA,10/2/2019,220,5.52,74,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,8.42,73,SJRcorridor,Interior,D,IT
Middle River @ Union Point - P10A,10/7/2019,214.9,6.24,73,OMR,Interior,D,IT
Paradise Cut Upstream,10/29/2019,1587,41.8,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/29/2019,277.2,6.93,75,SouthDelta,Interior,D,IT
PDUP,10/29/2019,1580,41.8,75,SouthDelta,Interior,D,NCRO
TWA,10/29/2019,281,6.93,75,SouthDelta,Interior,D,NCRO
Paradise Cut,11/6/2019,747,18,81,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,14.3,81,SouthDelta,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,13.2,81,SJRcorridor,Interior,D,IT
Old River below Headwaters,11/6/2019,465.9,11.7,81,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,11/6/2019,432.2,10.9,81,SouthDelta,Interior,D,IT
Grant Line Canal East,11/6/2019,415.3,10.3,81,SouthDelta,Interior,D,IT
Middle River @ Union Point - P10A,11/6/2019,238.1,6.94,81,OMR,Interior,D,IT
OH1,11/6/2019,470,11.7,81,SouthDelta,Interior,D,NCRO
ORX,11/6/2019,438,10.9,81,SouthDelta,Interior,D,NCRO
GLE,11/6/2019,418,10.3,81,SouthDelta,Interior,D,NCRO
PDC,11/6/2019,671,18,81,SouthDelta,Interior,D,NCRO
SGA,11/6/2019,549,14.3,81,SouthDelta,Interior,D,NCRO
Grant Line Canal East,1/2/2020,696,19,76,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,19,76,SouthDelta,Interior,D,IT
Old River near Doughty Cut - ORX,1/2/2020,674,18.5,76,SouthDelta,Interior,D,IT
Paradise Cut,1/2/2020,673,18,76,SouthDelta,Interior,D,IT
Old River below Headwaters,1/2/2020,676,17,76,SJRcorridor,Interior,D,IT
OH1,1/2/2020,682,17,76,SouthDelta,Interior,D,NCRO
ORX,1/2/2020,681,18.5,76,SouthDelta,Interior,D,NCRO
GLE,1/2/2020,699,19,76,SouthDelta,Interior,D,NCRO
PDC,1/2/2020,679,18,76,SouthDelta,Interior,D,NCRO
SGA,1/2/2020,749,19,76,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,2/4/2020,1921,52,73,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,2/4/2020,752,19,73,SouthDelta,Interior,D,IT
PDUP,2/4/2020,1920,52,73,SouthDelta,Interior,D,NCRO
TWA,2/4/2020,760,19,73,SouthDelta,Interior,D,NCRO
Middle River @ Union Point - P10A,2/6/2020,374.9,11,77,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,10,77,SJRcorridor,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,23,77,SouthDelta,Interior,D,IT
Paradise Cut,2/19/2020,816,21,77,SouthDelta,Interior,D,IT
PDC,2/19/2020,821,21,77,SouthDelta,Interior,D,NCRO
SGA,2/19/2020,902.5,23,77,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,3/4/2020,1832,48,79,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,3/4/2020,492.1,12.6,79,SouthDelta,Interior,D,IT
PDUP,3/4/2020,1820,48,79,SouthDelta,Interior,D,NCRO
TWA,3/4/2020,494,12.6,79,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,4/7/2020,1982,53.5,77,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/7/2020,999,25,77,SouthDelta,Interior,D,IT
PDUP,4/7/2020,1972,53.5,77,SouthDelta,Interior,D,NCRO
TWA,4/7/2020,996,25,77,SouthDelta,Interior,D,NCRO
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,25.5,73,SouthDelta,Interior,D,IT
Paradise Cut,4/21/2020,888,23,73,SouthDelta,Interior,D,IT
Grant Line Canal East,4/21/2020,370.7,10,73,SouthDelta,Interior,D,IT
Old River below Headwaters,4/21/2020,343.5,9,73,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,4/21/2020,347.2,9,73,SouthDelta,Interior,D,IT
GLE,4/21/2020,372,10,73,SouthDelta,Interior,D,NCRO
ORX,4/21/2020,349,9,73,SouthDelta,Interior,D,NCRO
OH1,4/21/2020,345,9,73,SouthDelta,Interior,D,NCRO
PDC,4/21/2020,916.5,23,73,SouthDelta,Interior,D,NCRO
SGA,4/21/2020,976,25.5,73,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,4/29/2020,931,23.5,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/29/2020,674,18,75,SouthDelta,Interior,D,IT
PDUP,4/29/2020,908,23.5,75,SouthDelta,Interior,D,NCRO
TWA,4/29/2020,676,18,75,SouthDelta,Interior,D,NCRO
PDUP,5/18/2020,1540,39.5,81,SouthDelta,Interior,D,NCRO
Old River near Doughty Cut - ORX,6/16/2020,253.9,7,80,SouthDelta,Interior,D,IT
ORX,6/16/2020,254,7,80,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,6/17/2020,1393,37,80,SouthDelta,Interior,D,IT
PDUP,6/17/2020,1410,37,80,SouthDelta,Interior,D,NCRO
Old River at Tracy Wildlife Association,1/4/2022,616,16.2,65,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,47.1,70,SouthDelta,Interior,C,IT
Paradise Cut,1/12/2022,821,20.6,70,SouthDelta,Interior,C,IT
Grant Line Canal East,1/12/2022,678,17.2,70,SouthDelta,Interior,C,IT
Old River near Doughty Cut - ORX,1/12/2022,663,17.2,70,SouthDelta,Interior,C,IT
Old River below Headwaters,1/12/2022,660,17.1,70,SJRcorridor,Interior,C,IT
Paradise Cut Upstream,1/19/2022,2987,87.2,74,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,40.35,76,SouthDelta,Interior,C,IT
Paradise Cut,1/25/2022,778,19.2,76,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,2/8/2022,824,22.9,76,SouthDelta,Interior,C,IT
Paradise Cut Upstream,2/9/2022,1694,50.15,77,SouthDelta,Interior,C,IT
Middle River @ Union Point - P10A,2/9/2022,354.6,11.3,77,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,9.1,77,SJRcorridor,Interior,C,IT
Grant Line Canal East,3/1/2022,559,14.9,78,SouthDelta,Interior,C,IT
Old River below Headwaters,3/1/2022,508,13.8,78,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,3/1/2022,480.8,13.35,78,SouthDelta,Interior,C,IT
Middle River @ Union Point - P10A,3/10/2022,417,13,74,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,11.1,74,SJRcorridor,Interior,C,IT
Paradise Cut Upstream,3/14/2022,3443,102,78,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,3/15/2022,935,26.4,79,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,26.1,79,SouthDelta,Interior,C,IT
Paradise Cut,3/16/2022,993,22.1,79,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,16.2,81,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,4/5/2022,400.6,12.3,81,OMR,Interior,C,IT
Grant Line Canal East,4/7/2022,766,19.9,80,SouthDelta,Interior,C,IT
Old River below Headwaters,4/7/2022,679,17.8,80,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,4/7/2022,679,17.7,80,SouthDelta,Interior,C,IT
