Long Station Name,Collection Date,EC,Mg,Sacramento X2,Location,Area,WYT,Data
Clifton Court Intake,9/21/1993,245,8,80.87356521,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/23/1993,285,9,83.44869348,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/5/1993,368,11,83.89162437,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,10/14/1993,295,9,84.61138109,OMR,Interior,C,TT
Clifton Court Intake,10/14/1993,287,8,84.61138109,OMR,Interior,C,TT
Contra Costa PP Number 01,10/20/1993,458,12,84.89979461,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),10/20/1993,436,11,84.89979461,OMR,Interior,C,TT
Rock Slough @ Old River,10/20/1993,425,11,84.89979461,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,10/20/1993,287,8,84.89979461,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,6,84.89979461,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,10/20/1993,151,5,84.89979461,SJRcorridor,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,9,84.89979461,SouthDelta,Interior,C,TT
Old River nr Tracy,10/20/1993,249,6,84.89979461,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,6,84.89979461,SouthDelta,Interior,C,TT
Clifton Court Intake,11/10/1993,418,11,87.72748074,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,11/10/1993,293,9,87.72748074,OMR,Interior,C,TT
Contra Costa PP Number 01,11/17/1993,647,15,88.13138401,OMR,Interior,C,TT
Clifton Court Intake,12/15/1993,490,12,84.34978841,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,12/15/1993,305,9,84.34978841,OMR,Interior,C,TT
Contra Costa PP Number 01,12/16/1993,566,13,82.70555681,OMR,Interior,C,TT
Contra Costa PP Number 01,1/5/1994,403,11,81.23635172,OMR,Interior,C,TT
Contra Costa PP Number 01,1/12/1994,482,12,82.38546939,OMR,Interior,C,TT
Rock Slough @ Old River,1/12/1994,341,11,82.38546939,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),1/12/1994,337,11,82.38546939,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/12/1994,311,10,82.38546939,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,18,82.38546939,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,1/12/1994,227,9,82.38546939,SJRcorridor,Interior,C,TT
Old River nr Tracy,1/12/1994,771,19,82.38546939,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,18,82.38546939,SouthDelta,Interior,C,TT
Clifton Court Intake,1/19/1994,367,12,80.49647088,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/19/1994,356,11,80.49647088,OMR,Interior,C,TT
Contra Costa PP Number 01,2/9/1994,388,12,80.94524586,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,2/17/1994,482,14,75.37363149,OMR,Interior,C,TT
Clifton Court Intake,2/17/1994,415,13,75.37363149,OMR,Interior,C,TT
Rock Slough @ Old River,2/17/1994,370,12,75.37363149,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,3/24/1994,516,15,72.52425966,OMR,Interior,C,TT
Clifton Court Intake,3/24/1994,437,14,72.52425966,OMR,Interior,C,TT
Rock Slough @ Old River,3/24/1994,328,12,72.52425966,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/20/1994,441,14,78.884997,OMR,Interior,C,TT
Contra Costa PP Number 01,4/20/1994,375,13,78.884997,OMR,Interior,C,TT
Rock Slough @ Old River,4/20/1994,357,12,78.884997,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/20/1994,348,12,78.884997,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,23,78.884997,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,4/20/1994,236,10,78.884997,SJRcorridor,Interior,C,TT
Old River nr Tracy,4/20/1994,942,25,78.884997,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,24,78.884997,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,23,78.884997,SouthDelta,Interior,C,TT
Clifton Court Intake,5/19/1994,599,18,76.51544974,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,5/19/1994,499,14,76.51544974,OMR,Interior,C,TT
Rock Slough @ Old River,5/19/1994,395,12,76.51544974,OMR,Interior,C,TT
Contra Costa PP Number 01,5/26/1994,427,13,79.98947042,OMR,Interior,C,TT
Contra Costa PP Number 01,6/16/1994,407,12,86.55672415,OMR,Interior,C,TT
Clifton Court Intake,6/22/1994,450,13,89.49535368,OMR,Interior,C,TT
Rock Slough @ Old River,6/22/1994,450,12,89.49535368,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,6/22/1994,389,12,89.49535368,OMR,Interior,C,TT
Contra Costa PP Number 01,7/20/1994,666,19,90.6143213,OMR,Interior,C,TT
Rock Slough @ Old River,7/20/1994,692,17,90.6143213,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/20/1994,690,17,90.6143213,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/20/1994,365,11,90.6143213,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,26,90.6143213,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,7/20/1994,248,8,90.6143213,SJRcorridor,Interior,C,TT
Old River nr Tracy,7/20/1994,997,29,90.6143213,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,26,90.6143213,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,22,90.6143213,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,8/23/1994,703,18,91.93258472,OMR,Interior,C,TT
Rock Slough @ Old River,8/25/1994,805,20,90.48799198,OMR,Interior,C,TT
Clifton Court Intake,8/25/1994,597,16,90.48799198,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,8/25/1994,336,10,90.48799198,OMR,Interior,C,TT
Contra Costa PP Number 01,9/20/1994,935,23,92.37559029,OMR,Interior,C,TT
Rock Slough @ Old River,9/22/1994,988,24,90.04354307,OMR,Interior,C,TT
Clifton Court Intake,9/22/1994,667,18,90.04354307,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,9/22/1994,407,12,90.04354307,OMR,Interior,C,TT
Contra Costa PP Number 01,10/13/1994,569,16,90.78710967,OMR,Interior,W,TT
Rock Slough @ Old River,10/20/1994,636,17,92.73586707,OMR,Interior,W,TT
Middle River at Bacon Island Bridge,10/20/1994,464,13,92.73586707,OMR,Interior,W,TT
Clifton Court Intake,10/20/1994,451,13,92.73586707,OMR,Interior,W,TT
Contra Costa PP Number 01,11/9/1994,988,39,92.63852791,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,20,91.53716312,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,12/13/1994,814,21,82.54298007,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,24,81.11970496,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/17/1995,709,22,46.35508675,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,11,53.05662006,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,2/6/1995,533,19,48.45038827,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,12,49.77058978,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/13/1995,322,12,37.53111646,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,8,35.26878783,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/10/1995,635,19,50.51772825,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,5,55.06228913,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,5/10/1995,307,9,49.34111805,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,4,50.95156216,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/14/1995,214,6,58.38588799,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,6,57.6171137,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/12/1995,146,5,65.49822638,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,5,58.74876866,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,8/9/1995,150,5,68.77947219,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,16,74.57233985,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/6/1995,187,7,67.21706163,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,10,67.19233682,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/11/1995,193,7,69.40952731,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,5,74.05131326,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,11/8/1995,200,7,81.20170079,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,19,79.55759468,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,12/6/1995,213,8,79.32528838,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,17,79.94458802,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/10/1996,303,10,68.97868863,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,21,81.11891586,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,2/8/1996,397,14,47.52751567,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,7,53.64428507,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/7/1996,898,29,46.46251523,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,7,48.94207006,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/4/1996,554,16,58.29157662,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,10,53.46132043,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,5/2/1996,516,15,66.95278638,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,8,62.32099718,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/6/1996,277,9,61.33562885,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,16,65.4871296,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/11/1996,175,7,75.57077698,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,20,73.33974661,SJRcorridor,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,16,77.45680181,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/5/1996,283,8,73.8076039,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,16,76.73553471,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/3/1996,292,8,81.93439648,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,14,83.55493234,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,11/7/1996,495,13,84.27562766,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,16,87.30019572,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,12/5/1996,688,16,78.03491703,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,5,67.9766535,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/9/1997,427,12,31.8495819,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,5,47.19212894,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/12/1997,314,8,55.67296976,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,8,55.45327752,SJRcorridor,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,19,73.79612645,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/10/1997,272,8,73.77999403,OMR,Interior,W,TT
Contra Costa PP Number 01,5/13/1997,363,10,71.63203277,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,8,71.63203277,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/4/1997,294,9,78.50514499,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,14,78.50514499,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/1/1997,249,8,78.99333076,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,16,78.23532434,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,8/6/1997,267,8,77.35304839,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,18,77.94958475,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/2/1997,269,9,77.2650624,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,19,77.2650624,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/7/1997,640,15.9,90.04861349,OMR,Interior,W,TT
Contra Costa PP Number 01,11/5/1997,948,21.8,91.80829068,OMR,Interior,W,TT
Contra Costa PP Number 01,12/10/1997,1080,28.4,71.95083355,OMR,Interior,W,TT
Contra Costa PP Number 01,1/6/1998,920,25.4,80.42409534,OMR,Interior,W,TT
Contra Costa PP Number 01,2/5/1998,879,25.6,41.15155574,OMR,Interior,W,TT
Contra Costa PP Number 01,3/3/1998,1100,32.8,46.174655,OMR,Interior,W,TT
Old River @ Middle River,6/9/1998,236,6,51.89782644,SouthDelta,Interior,W,TT
Contra Costa PP Number 01,7/8/1998,233,6,56.61660003,OMR,Interior,W,TT
Contra Costa PP Number 01,8/5/1998,190,6,70.95431958,OMR,Interior,W,TT
Contra Costa PP Number 01,9/2/1998,161,6,67.79734317,OMR,Interior,W,TT
Contra Costa PP Number 01,10/14/1998,208,7,70.16642583,OMR,Interior,W,TT
Contra Costa PP Number 01,11/4/1998,190,7,78.12007996,OMR,Interior,W,TT
Contra Costa PP Number 01,12/2/1998,289,9,64.89739823,OMR,Interior,W,TT
Contra Costa PP Number 01,1/6/1999,459,13,64.63920091,OMR,Interior,W,TT
Contra Costa PP Number 01,2/3/1999,352,11,51.6298188,OMR,Interior,W,TT
Contra Costa PP Number 01,4/8/1999,324,10,57.34361395,OMR,Interior,W,TT
Contra Costa PP Number 01,5/5/1999,451,13,57.23000982,OMR,Interior,W,TT
Contra Costa PP Number 01,6/2/1999,288,9,67.44761682,OMR,Interior,W,TT
Contra Costa PP Number 01,7/8/1999,211,7,73.33227294,OMR,Interior,W,TT
Contra Costa PP Number 01,8/5/1999,218,7,71.77110367,OMR,Interior,W,TT
Contra Costa PP Number 01,10/7/1999,892,22,85.55971154,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/7/1999,1390,40,84.3486242,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/4/2000,1186,26,80.55744457,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/8/2000,385,12,57.61717763,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2000,1125,36,48.16682697,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2000,391,12,70.46558651,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/2/2000,381,12,63.70366373,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/6/2000,254,8,72.94579268,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/3/2000,229,8,80.70368222,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2000,244,7,77.4197889,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2000,548,15,87.25802224,OMR,Interior,D,TT
Contra Costa PP Number 01,11/7/2000,668,17,84.3926938,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2001,1030,24,94.68792213,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2001,943,24,82.30525912,OMR,Interior,D,TT
Contra Costa PP Number 01,3/6/2001,753,25,70.05240742,OMR,Interior,D,TT
Contra Costa PP Number 01,4/4/2001,341,12,72.87905364,OMR,Interior,D,TT
Contra Costa PP Number 01,6/6/2001,335,10,80.28545946,OMR,Interior,D,TT
Contra Costa PP Number 01,11/6/2001,898,22,92.77803114,OMR,Interior,D,TT
Contra Costa PP Number 01,12/3/2001,750,19,82.50576236,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2002,616,18,54.28372948,OMR,Interior,D,TT
Contra Costa PP Number 01,2/5/2002,385,13,70.70857903,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2002,295,10,71.94484474,OMR,Interior,D,TT
Contra Costa PP Number 01,5/6/2002,350,11,71.01564345,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2002,330,9,69.35185908,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2002,262,8,80.39099747,OMR,Interior,D,TT
Contra Costa PP Number 01,8/5/2002,665,15,83.27712196,OMR,Interior,D,TT
Contra Costa PP Number 01,9/4/2002,854,19,88.12309273,OMR,Interior,D,TT
Contra Costa PP Number 01,10/8/2002,1120,28,89.3846487,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/5/2002,874,20,91.73476989,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/3/2002,850,21,93.0185482,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/7/2003,1010,26,51.99960319,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/3/2003,1070,34,54.06515388,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/3/2003,591,20,60.574921,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/1/2003,663,20,69.81194277,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/6/2003,330,11,51.50084909,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/4/2003,293,9,66.71648137,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/5/2003,348,8,69.2729812,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/10/2003,388,11,81.97587927,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/7/2003,604,14,88.64679121,OMR,Interior,BN,TT
Contra Costa PP Number 01,11/4/2003,673,15,88.40480968,OMR,Interior,BN,TT
Contra Costa PP Number 01,12/3/2003,724,17,87.61870823,OMR,Interior,BN,TT
Contra Costa PP Number 01,1/6/2004,784,20,55.58733795,OMR,Interior,BN,TT
Contra Costa PP Number 01,2/3/2004,322,11,71.8099759,OMR,Interior,BN,TT
Contra Costa PP Number 01,3/2/2004,500,16,49.65011755,OMR,Interior,BN,TT
Contra Costa PP Number 01,4/6/2004,238,9,69.18983307,OMR,Interior,BN,TT
Contra Costa PP Number 01,5/4/2004,233,8,76.25300399,OMR,Interior,BN,TT
Contra Costa PP Number 01,6/8/2004,308,10,86.24729429,OMR,Interior,BN,TT
Contra Costa PP Number 01,7/7/2004,430,10,83.05294294,OMR,Interior,BN,TT
Contra Costa PP Number 01,8/3/2004,470,11,81.28623188,OMR,Interior,BN,TT
Contra Costa PP Number 01,9/8/2004,540,13,83.45154489,OMR,Interior,BN,TT
Contra Costa PP Number 01,10/6/2004,730,17,80.20091081,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/1/2004,765,17,83.50140273,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/6/2004,579,17,88.99645057,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/3/2005,640,18,63.06546569,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/7/2005,379,14,66.68285541,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2005,654,23,57.47547175,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2005,499,17,55.79737907,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/3/2005,346,11,60.83995013,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/7/2005,256,7,54.24209382,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/6/2005,151,5,69.97360216,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2005,196,7,80.7913406,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/6/2005,418,11,83.07162013,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2005,504,13,81.90521431,OMR,Interior,W,TT
Contra Costa PP Number 01,11/7/2005,468,12,89.68142253,OMR,Interior,W,TT
Contra Costa PP Number 01,12/5/2005,660,15,82.80590189,OMR,Interior,W,TT
Contra Costa PP Number 01,1/3/2006,703,17,0,OMR,Interior,W,TT
Contra Costa PP Number 01,2/6/2006,491,14,52.81827396,OMR,Interior,W,TT
Contra Costa PP Number 01,3/6/2006,232,8,50.66954548,OMR,Interior,W,TT
Contra Costa PP Number 01,4/3/2006,428,12,47.97842568,OMR,Interior,W,TT
Contra Costa PP Number 01,7/5/2006,162,5,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,4,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,4,67.43685291,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,7,78.28975195,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,7,78.28975195,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,7,78.70958184,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,7,78.70958184,SouthDelta,Interior,W,TT
Contra Costa PP Number 01,10/3/2006,272,10,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,8,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,8,79.15994988,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,11/7/2006,302,9,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,8,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,8,88.98570418,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/5/2006,461,13,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,11,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,11,88.65054031,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,1/2/2007,704,18,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,12,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,12,80.23657174,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,13,79.89948567,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2007,456,13,79.89948567,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,13,79.89948567,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,13,58.91442023,OMR,Interior,D,TT
Contra Costa PP Number 01,3/5/2007,315,11,58.91442023,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,13,58.91442023,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,10,72.02877378,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2007,255,9,72.02877378,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,10,72.02877378,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,10,74.44600721,OMR,Interior,D,TT
Contra Costa PP Number 01,5/2/2007,268,9,74.44600721,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,10,74.44600721,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,11,80.25338455,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2007,324,10,80.25338455,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,11,80.25338455,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,9,80.94470218,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2007,264,9,80.94470218,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,9,80.94470218,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,8/6/2007,492,11,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,8,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,8,84.7182393,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,9/5/2007,812,18,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,10,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,10,85.25541551,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,10/2/2007,928,20,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,10,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,10,87.02852586,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,11/6/2007,1048,29,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,12,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,12,89.58054651,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,12/4/2007,1212,33,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,10,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,10,87.28423839,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,15,83.34570353,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,15,83.34570353,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,2/5/2008,462,13,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,13,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,13,54.87619201,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,13,66.16351777,OMR,Interior,C,TT
Contra Costa PP Number 01,3/4/2008,361,13,66.16351777,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,13,66.16351777,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,4/8/2008,465,16,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,15,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,15,78.37516679,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,15,81.24308533,OMR,Interior,C,TT
Contra Costa PP Number 01,5/6/2008,415,14,81.24308533,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,15,81.24308533,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,14,81.73068377,OMR,Interior,C,TT
Contra Costa PP Number 01,6/2/2008,366,12,81.73068377,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,14,81.73068377,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,11,84.87243383,OMR,Interior,C,TT
Contra Costa PP Number 01,7/1/2008,287,10,84.87243383,OMR,Interior,C,TT
