Long Station Name,Collection Date,EC,SO4,Sacramento X2,Location,Area,WYT,Data
Middle River @ Union Point - P10A,10/5/2010,340,16,83.98583932,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/5/2010,340,16,83.98583932,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,20,84.63274041,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,20,84.63274041,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,16,84.27592276,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,16,84.27592276,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,27,53.33698971,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,27,53.33698971,SouthDelta,Interior,W,TT
San Joaquin River at Holt Rd.,1/19/2011,247,25,66.73352135,SJRcorridor,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,35,64.18410148,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,35,64.18410148,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/7/2011,372,40,56.35666923,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/7/2011,372,40,56.35666923,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,23,0,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,23,0,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,18,57.60965856,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,18,57.60965856,SouthDelta,Interior,W,TT
Rock Slough at Delta Road Bridge,6/6/2011,259,29,57.57300551,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,27,57.57300551,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,27,57.57300551,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,16,56.36389323,OMR,Interior,W,TT
Rock Slough at Delta Road Bridge,7/5/2011,169,12,56.36389323,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,16,56.36389323,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/7/2013,430,19,87.90258861,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/7/2013,430,19,87.90258861,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,25,90.34617646,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,25,90.34617646,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,25,93.39492499,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,25,93.39492499,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,32,92.33233742,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,32,92.33233742,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,46,93.92384943,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,46,93.92384943,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/3/2014,725,56,80.57624471,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/3/2014,725,56,80.57624471,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,31,75.44547873,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,31,75.44547873,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,34,87.63000727,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,34,87.63000727,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,28,93.56618111,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,28,93.56618111,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,26,90.2187572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,26,90.2187572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,21,88.73599436,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,21,88.73599436,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2014,452,19,90.3346038,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2014,452,19,90.3346038,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,21,94.77701545,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,21,94.77701545,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,25,92.39401068,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,25,92.39401068,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,12/1/2014,542,24,93.6049299,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/1/2014,542,24,93.6049299,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,36,71.50190239,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,36,71.50190239,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,33,87.92593622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,33,87.92593622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,30,78.10690622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,30,78.10690622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,30,88.0123047,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,30,88.0123047,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,36,94.17154572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,36,94.17154572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,40,93.2549537,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,40,93.2549537,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,33,95.81957478,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,33,95.81957478,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,29,95.38511805,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,29,95.38511805,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,24,94.75346141,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,24,94.75346141,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/5/2015,616,25,94.93479848,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/5/2015,616,25,94.93479848,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,28,93.88533024,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,28,93.88533024,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,34,94.9140377,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,34,94.9140377,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,31,89.47617765,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,31,89.47617765,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,38,59.65346245,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,38,59.65346245,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,25,62.66343249,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,25,62.66343249,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,28,66.37589317,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,28,66.37589317,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,46,75.47029728,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,46,75.47029728,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,25,82.94141541,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,25,82.94141541,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,13,84.55059684,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,13,84.55059684,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,10,83.57049111,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,10,83.57049111,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,13,84.03725468,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,13,84.03725468,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/4/2016,387,17,86.5637221,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/4/2016,387,17,86.5637221,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,18,87.41045331,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,18,87.41045331,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,18,83.68530205,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,18,83.68530205,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,21,56.18463132,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,21,56.18463132,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,27,50.46962633,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,27,50.46962633,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,19,46.65054443,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,19,46.65054443,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,20,49.18404199,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,20,49.18404199,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,15,57.96351261,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,15,57.96351261,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,15,80.74384873,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,15,80.74384873,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,11,77.48586469,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,11,77.48586469,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/2/2017,186,10,77.2692402,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/2/2017,186,10,77.2692402,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,15,83.87250454,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,15,83.87250454,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,27,84.74492337,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,27,84.74492337,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,1/16/2018,718,111,76,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,1/17/2018,546.1,40,76,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,83,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,2/5/2018,395,33,73,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,2/5/2018,402,33,74.06112596,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,402,33,74.06112596,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,84,72,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/12/2018,515,61,78,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,2/14/2018,546,64,77,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,61,73,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/20/2018,454,58,69,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,3/21/2018,474,52,71,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,4/9/2018,365.4,36,56,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,4/9/2018,358,36,54.04390508,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,358,36,54.04390508,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,18,58,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,4/18/2018,251.4,28,58,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/19/2018,245,28,60,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,31,62,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,354,39,66,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,13,66,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,352,39,64.92049336,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/7/2018,352,39,64.92049336,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,5/16/2018,185,18,74,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,5/17/2018,230,23,74,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,19,73,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,46,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,6/5/2018,286.4,23,73,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,6/5/2018,284,23,74.73149108,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,284,23,74.73149108,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,6/12/2018,299,29,80,SJRcorridor,Interior,BN,IT
SGA,6/20/2018,664,80,81,SouthDelta,Interior,BN,NCRO
PDC,6/20/2018,855,95,81,SouthDelta,Interior,BN,NCRO
Middle River @ Union Point - P10A,7/9/2018,246,15,82.60710477,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/9/2018,246,15,82.60710477,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,9,82.35063213,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,9,82.35063213,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,13,84.8982076,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,13,84.8982076,SouthDelta,Interior,BN,TT
OH1,1/8/2019,940,120,79,SouthDelta,Interior,W,NCRO
ORX,1/8/2019,944,120,79,SouthDelta,Interior,W,NCRO
GLE,1/8/2019,977,125,79,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,1/15/2019,2111,233,77,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,150,77,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,1/15/2019,972,123.5,77,SouthDelta,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,1/15/2019,812,107,77,SJRcorridor,Interior,W,IT
Paradise Cut,1/15/2019,811,105,77,SouthDelta,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,1/15/2019,671,86.5,77,OMR,Interior,W,IT
PDUP,1/15/2019,2110,233,77,SouthDelta,Interior,W,NCRO
SGA,1/15/2019,1170,150,77,SouthDelta,Interior,W,NCRO
PDC,1/15/2019,822,105,77,SouthDelta,Interior,W,NCRO
TWA,1/15/2019,977,123.5,77,SouthDelta,Interior,W,NCRO
Old River below Headwaters,1/30/2019,932,122,63,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,1/30/2019,916,120,63,SouthDelta,Interior,W,IT
Grant Line Canal East,1/30/2019,879,115,63,SouthDelta,Interior,W,IT
OH1,1/30/2019,944,122,63,SouthDelta,Interior,W,NCRO
ORX,1/30/2019,928,120,63,SouthDelta,Interior,W,NCRO
GLE,1/30/2019,891,115,63,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,2/4/2019,395.8,31,68,OMR,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,2/12/2019,444.4,43,60,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/14/2019,321,41,68,SJRcorridor,Interior,W,IT
Grant Line Canal East,5/1/2019,190.3,19,57,SouthDelta,Interior,W,IT
Old River below Headwaters,5/1/2019,185.9,18.5,57,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,5/1/2019,184.9,18,57,SouthDelta,Interior,W,IT
OH1,5/1/2019,188,18.5,57,SouthDelta,Interior,W,NCRO
ORX,5/1/2019,187,18,57,SouthDelta,Interior,W,NCRO
GLE,5/1/2019,192,19,57,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,5/8/2019,265.1,28,58,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,10,58,SJRcorridor,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/14/2019,118,10,60,SJRcorridor,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,5/16/2019,132,12,63,OMR,Interior,W,IT
Grant Line Canal East,5/29/2019,88.8,6.46,61,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,5/29/2019,82.3,6,61,SouthDelta,Interior,W,IT
Old River below Headwaters,5/29/2019,78.3,5,61,SJRcorridor,Interior,W,IT
OH1,5/29/2019,79,5,61,SouthDelta,Interior,W,NCRO
ORX,5/29/2019,83,6,61,SouthDelta,Interior,W,NCRO
GLE,5/29/2019,90,6.46,61,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,6/6/2019,173,14,57,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,6,57,SJRcorridor,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/11/2019,83,6,61,SJRcorridor,Interior,W,IT
Paradise Cut Upstream,6/12/2019,233.8,20,62,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,6/12/2019,105.4,8,62,SouthDelta,Interior,W,IT
PDUP,6/12/2019,233,20,62,SouthDelta,Interior,W,NCRO
TWA,6/12/2019,107,8,62,SouthDelta,Interior,W,NCRO
Eastside Delta Mendota Canal intake at Jones PP,6/13/2019,122.2,9,63,OMR,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,10,67,SouthDelta,Interior,W,IT
Paradise Cut,6/25/2019,110.3,8.25,67,SouthDelta,Interior,W,IT
Old River below Headwaters,6/25/2019,107.6,8,67,SJRcorridor,Interior,W,IT
Grant Line Canal East,6/25/2019,106,8,67,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,6/25/2019,105.1,8,67,SouthDelta,Interior,W,IT
OH1,6/25/2019,107,8,67,SouthDelta,Interior,W,NCRO
ORX,6/25/2019,105,8,67,SouthDelta,Interior,W,NCRO
GLE,6/25/2019,104.5,8,67,SouthDelta,Interior,W,NCRO
PDC,6/25/2019,109,8.25,67,SouthDelta,Interior,W,NCRO
SGA,6/25/2019,128,10,67,SouthDelta,Interior,W,NCRO
Old River at Tracy Wildlife Association,7/1/2019,303.9,32,72,SouthDelta,Interior,W,IT
TWA,7/1/2019,304.5,32,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,45.4,73,SJRcorridor,Interior,W,IT
Paradise Cut,7/9/2019,870,90,72,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,66.6,72,SouthDelta,Interior,W,IT
Grant Line Canal East,7/9/2019,452.8,48.6,72,SouthDelta,Interior,W,IT
Old River below Headwaters,7/9/2019,444.2,48,72,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,7/9/2019,421.3,45,72,SouthDelta,Interior,W,IT
OH1,7/9/2019,443,48,72,SouthDelta,Interior,W,NCRO
ORX,7/9/2019,422,45,72,SouthDelta,Interior,W,NCRO
GLE,7/9/2019,454,48.6,72,SouthDelta,Interior,W,NCRO
PDC,7/9/2019,814,90,72,SouthDelta,Interior,W,NCRO
SGA,7/9/2019,606,66.6,72,SouthDelta,Interior,W,NCRO
Eastside Delta Mendota Canal intake at Jones PP,7/16/2019,180,8.74,77,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,7/17/2019,245,24,77,SJRcorridor,Interior,W,IT
Paradise Cut Upstream,7/24/2019,1880,191,74,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,7/24/2019,383.4,41,74,SouthDelta,Interior,W,IT
PDUP,7/24/2019,1860,191,74,SouthDelta,Interior,W,NCRO
TWA,7/24/2019,383,41,74,SouthDelta,Interior,W,NCRO
OH1,8/6/2019,415,42.2,81,SouthDelta,Interior,W,NCRO
ORX,8/6/2019,343,34,81,SouthDelta,Interior,W,NCRO
GLE,8/6/2019,398,40.1,81,SouthDelta,Interior,W,NCRO
PDC,8/6/2019,412,41.2,81,SouthDelta,Interior,W,NCRO
SGA,8/6/2019,430,43.1,81,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,8/15/2019,188,16.4,75,SJRcorridor,Interior,W,IT
Paradise Cut Upstream,8/21/2019,1501,146,73,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,8/21/2019,232.7,21.4,73,SouthDelta,Interior,W,IT
PDUP,8/21/2019,1470,146,73,SouthDelta,Interior,W,NCRO
TWA,8/21/2019,231,21.4,73,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,20.4,73,SJRcorridor,Interior,W,IT
Paradise Cut,9/4/2019,615,56.6,73,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,24.4,73,SouthDelta,Interior,W,IT
Grant Line Canal East,9/4/2019,235.8,22.9,73,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,9/4/2019,236.2,22.9,73,SouthDelta,Interior,W,IT
Old River below Headwaters,9/4/2019,237.6,22.6,73,SJRcorridor,Interior,W,IT
OH1,9/4/2019,237,22.6,73,SouthDelta,Interior,W,NCRO
ORX,9/4/2019,238,22.9,73,SouthDelta,Interior,W,NCRO
GLE,9/4/2019,237,22.9,73,SouthDelta,Interior,W,NCRO
PDC,9/4/2019,533,56.6,73,SouthDelta,Interior,W,NCRO
SGA,9/4/2019,252,24.4,73,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,9/11/2019,1204,120,72,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,9/11/2019,337.6,35.4,72,SouthDelta,Interior,W,IT
PDUP,9/11/2019,1190,120,72,SouthDelta,Interior,W,NCRO
TWA,9/11/2019,336,35.4,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/17/2019,162,14.3,73,SJRcorridor,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,9/18/2019,280,23.6,73,OMR,Interior,W,IT
Paradise Cut,9/25/2019,966,82.8,76,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,19.6,76,SouthDelta,Interior,W,IT
Old River below Headwaters,9/25/2019,186.1,16.6,76,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,9/25/2019,180.2,15.9,76,SouthDelta,Interior,W,IT
Grant Line Canal East,9/25/2019,182.8,15.8,76,SouthDelta,Interior,W,IT
OH1,9/25/2019,184,16.6,76,SouthDelta,Interior,W,NCRO
ORX,9/25/2019,180,15.9,76,SouthDelta,Interior,W,NCRO
GLE,9/25/2019,183,15.8,76,SouthDelta,Interior,W,NCRO
PDC,9/25/2019,752,82.8,76,SouthDelta,Interior,W,NCRO
SGA,9/25/2019,215,19.6,76,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,10/2/2019,1439,144,74,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/2/2019,215.7,22.2,74,SouthDelta,Interior,D,IT
PDUP,10/2/2019,1430,144,74,SouthDelta,Interior,D,NCRO
TWA,10/2/2019,220,22.2,74,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,32.2,73,SJRcorridor,Interior,D,IT
Middle River @ Union Point - P10A,10/7/2019,214.9,12.5,73,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,10/15/2019,347,36.4,74,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,10/17/2019,300,31,76,OMR,Interior,D,IT
Paradise Cut Upstream,10/29/2019,1587,156,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/29/2019,277.2,27.8,75,SouthDelta,Interior,D,IT
PDUP,10/29/2019,1580,156,75,SouthDelta,Interior,D,NCRO
TWA,10/29/2019,281,27.8,75,SouthDelta,Interior,D,NCRO
Paradise Cut,11/6/2019,747,69,81,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,62.4,81,SouthDelta,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,49.3,81,SJRcorridor,Interior,D,IT
Old River below Headwaters,11/6/2019,465.9,48,81,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,11/6/2019,432.2,44,81,SouthDelta,Interior,D,IT
Grant Line Canal East,11/6/2019,415.3,42,81,SouthDelta,Interior,D,IT
Middle River @ Union Point - P10A,11/6/2019,238.1,16.4,81,OMR,Interior,D,IT
OH1,11/6/2019,470,48,81,SouthDelta,Interior,D,NCRO
ORX,11/6/2019,438,44,81,SouthDelta,Interior,D,NCRO
GLE,11/6/2019,418,42,81,SouthDelta,Interior,D,NCRO
PDC,11/6/2019,671,69,81,SouthDelta,Interior,D,NCRO
SGA,11/6/2019,549,62.4,81,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,12/18/2019,611,77,76,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,12/19/2019,562,65,76,OMR,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,90,76,SouthDelta,Interior,D,IT
Old River below Headwaters,1/2/2020,676,85,76,SJRcorridor,Interior,D,IT
Grant Line Canal East,1/2/2020,696,85,76,SouthDelta,Interior,D,IT
Old River near Doughty Cut - ORX,1/2/2020,674,85,76,SouthDelta,Interior,D,IT
Paradise Cut,1/2/2020,673,84,76,SouthDelta,Interior,D,IT
OH1,1/2/2020,682,85,76,SouthDelta,Interior,D,NCRO
ORX,1/2/2020,681,85,76,SouthDelta,Interior,D,NCRO
